ID,NAME,CR,TYPE,SIZE,ALIGNMENT,HABITAT,SOURCE,URL
27708,Half-Blue Dragon Gladiator,5,Humanoid (Any Race),Medium,Any Alignment,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/27708-half-blue-dragon-gladiator
5195068,Half-Dragon,5,Dragon,Medium,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5195068-half-dragon
27711,Half-Green Dragon Assassin,8,Humanoid (Any Race),Medium,Any Non-Good Alignment,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/27711-half-green-dragon-assassin
273173,Halfling Musician,0,Humanoid (Halfling),Small,Lawful Good,"Arctic, Coastal, Desert, Forest, Grassland, Hill, Urban",Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/273173-halfling-musician
280330,Halfling Wererat,2,"Humanoid (Halfling, Shapechanger)",Small,Lawful Evil,"Forest, Urban",Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/280330-halfling-wererat
17185,Half-Ogre,1,Giant,Large,Any Chaotic Alignment,"Arctic, Desert, Forest, Hill, Mountain, Underdark, Urban",Monster Manual (2014),https://www.dndbeyond.com/monsters/17185-half-ogre
27709,Half-Red Dragon Gladiator,6,Humanoid (Any Race),Medium,Any Alignment,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/27709-half-red-dragon-gladiator
16918,Half-Red Dragon Veteran,5,Humanoid (Human),Medium,Any Alignment,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16918-half-red-dragon-veteran
276644,Hammer-handed Golem,10,Construct,Large,Unaligned,,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/276644-hammer-handed-golem
3883541,Hands of Havoc Fire Starter,4,Humanoid,Medium or Small,Any Alignment,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883541-hands-of-havoc-fire-starter
276599,Hanne Hallen,1/4,Humanoid (Elf),Medium,Neutral Evil,Underdark,Out Of The Abyss,https://www.dndbeyond.com/monsters/276599-hanne-hallen
1123094,Hare,0,Beast,Tiny,Unaligned,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123094-hare
1979787,Harengon Brigand,1/8,Humanoid,Medium,Any Alignment,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979787-harengon-brigand
1979788,Harengon Sniper,1/4,Humanoid,Medium,Any Alignment,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979788-harengon-sniper
3883542,Harmonium Captain,8,Humanoid,Medium or Small,Any Alignment,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883542-harmonium-captain
3883543,Harmonium Peacekeeper,3,Humanoid,Medium or Small,Any Alignment,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883543-harmonium-peacekeeper
5195069,Harpy,1,Monstrosity,Medium,Chaotic Evil,"Coastal, Forest, Hill, Mountain",Monster Manual,https://www.dndbeyond.com/monsters/5195069-harpy
16919,Harpy,1,Monstrosity,Medium,Chaotic Evil,"Coastal, Forest, Hill, Mountain",Basic Rules (2014),https://www.dndbeyond.com/monsters/16919-harpy
310360,Harpy Matriarch,5,Monstrosity,Medium,Chaotic Evil,,Ghosts Of Saltmarsh,https://www.dndbeyond.com/monsters/310360-harpy-matriarch
265945,Harria Valashtar,2,Humanoid (Human),Medium,Neutral Evil,"Arctic, Coastal, Desert, Forest, Hill, Urban",Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/265945-harria-valashtar
3960613,Harrow Hawk,1,Undead,Tiny,Unaligned,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960613-harrow-hawk
3960614,Harrow Hound,3,Undead,Medium,Typically Chaotic Evil,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960614-harrow-hound
299155,Harshnag the Grim,9,Giant,Huge,Chaotic Good,"Arctic, Mountain",Storm King'S Thunder,https://www.dndbeyond.com/monsters/299155-harshnag-the-grim
491802,Hashalaq Quori,9,Aberration,Medium,Lawful Evil,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/491802-hashalaq-quori
276637,Haungharassk,0,Beast,Huge,Unaligned,,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/276637-haungharassk
5195070,Haunting Revenant,10,Undead,Gargantuan,Neutral,"Forest, Swamp, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195070-haunting-revenant
285389,Havia Quickknife,3,Humanoid (Halfling),Small,Lawful Evil,Urban,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/285389-havia-quickknife
4775824,Hawk,0,Beast,Tiny,Unaligned,"Arctic, Coastal, Forest, Grassland, Hill, Mountain",Monster Manual,https://www.dndbeyond.com/monsters/4775824-hawk
16920,Hawk,0,Beast,Tiny,Unaligned,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16920-hawk
4468327,Hazvongel,14,Fiend (Demon),Huge,Typically Chaotic Evil,,Vecna: Eve Of Ruin,https://www.dndbeyond.com/monsters/4468327-hazvongel
1123095,Headless Iron Golem,10,Construct,Large,Unaligned,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123095-headless-iron-golem
5195071,Hell Hound,3,Fiend,Medium,Lawful Evil,"Mountain, Planar (Lower Planes), Underdark",Monster Manual,https://www.dndbeyond.com/monsters/5195071-hell-hound
16921,Hell Hound,3,Fiend,Medium,Lawful Evil,"Mountain, Underdark",Basic Rules (2014),https://www.dndbeyond.com/monsters/16921-hell-hound
17433,Hellenrae,5,Humanoid (Human),Medium,Lawful Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17433-hellenrae
2560845,Hellfire Engine,16,Construct,Huge,Typically Lawful Evil,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560845-hellfire-engine
94967,Hellfire Engine,16,Construct,Huge,Lawful Evil,,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/94967-hellfire-engine
417402,Hellwasp,5,Fiend,Large,Lawful Evil,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/417402-hellwasp
5195072,Helmed Horror,4,Construct,Medium,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5195072-helmed-horror
17159,Helmed Horror,4,Construct,Medium,Neutral,,Monster Manual (2014),https://www.dndbeyond.com/monsters/17159-helmed-horror
3960615,Helmed Horror Detention Drone,4,Construct,Medium,Neutral,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960615-helmed-horror-detention-drone
1123096,Hengar Aesnvaard,5,Humanoid (Human),Medium,Neutral Good,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123096-hengar-aesnvaard
3920398,Heralds of Dust Exorcist,6,Humanoid,Medium or Small,Any Alignment,,Adventure Atlas: The Mortuary,https://www.dndbeyond.com/monsters/3920398-heralds-of-dust-exorcist
3883544,Heralds of Dust Remnant,4,Humanoid,Medium or Small,Any Alignment,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883544-heralds-of-dust-remnant
4468328,Hertilod,17,Monstrosity,Huge,Unaligned,,Vecna: Eve Of Ruin,https://www.dndbeyond.com/monsters/4468328-hertilod
285280,Hester Barch,1/4,Humanoid (Human),Medium,Lawful Good,Urban,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/285280-hester-barch
285442,Hew Hackinstone,2,Humanoid (Dwarf),Medium,Chaotic Neutral,"Arctic, Coastal, Desert, Forest, Hill, Mountain",Tomb Of Annihilation,https://www.dndbeyond.com/monsters/285442-hew-hackinstone
3883545,Hexton Modron,13,Construct,Huge,Typically Lawful Neutral,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883545-hexton-modron
5195073,Hezrou,8,Fiend (Demon),Large,Chaotic Evil,Planar (Abyss),Monster Manual,https://www.dndbeyond.com/monsters/5195073-hezrou
16922,Hezrou,8,Fiend (Demon),Large,Chaotic Evil,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16922-hezrou
301636,Hezrou (Summoner Variant),8,Fiend (Demon),Large,Chaotic Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/301636-hezrou-summoner-variant
3960616,Hierophant Medusa,17,Monstrosity,Large,Any Alignment,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960616-hierophant-medusa
3960617,Hierophant of the Comet,11,Humanoid (Warlock),Medium,Typically Chaotic Evil,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960617-hierophant-of-the-comet
3852137,High Fae Impostor,11,Fey,Medium,Any Alignment,,Monstrous Compendium Vol. 4: Eldraine Creatures,https://www.dndbeyond.com/monsters/3852137-high-fae-impostor
3852138,High Fae Kindguard,12,Fey,Medium,Any Alignment,,Monstrous Compendium Vol. 4: Eldraine Creatures,https://www.dndbeyond.com/monsters/3852138-high-fae-kindguard
3852139,High Fae Mage,12,Fey (Sorcerer),Medium,Any Alignment,,Monstrous Compendium Vol. 4: Eldraine Creatures,https://www.dndbeyond.com/monsters/3852139-high-fae-mage
3852140,High Fae Noble,13,Fey,Medium,Any Alignment,,Monstrous Compendium Vol. 4: Eldraine Creatures,https://www.dndbeyond.com/monsters/3852140-high-fae-noble
5195074,Hill Giant,5,Giant,Huge,Chaotic Evil,Hill,Monster Manual,https://www.dndbeyond.com/monsters/5195074-hill-giant
16923,Hill Giant,5,Giant,Huge,Chaotic Evil,Hill,Basic Rules (2014),https://www.dndbeyond.com/monsters/16923-hill-giant
324280,Hill Giant (variant),5,Giant,Huge,Chaotic Evil,Hill,Storm King'S Thunder,https://www.dndbeyond.com/monsters/324280-hill-giant-variant
3731033,Hill Giant Avalancher,12,Giant (Druid),Huge,Any Alignment,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731033-hill-giant-avalancher
296999,Hill Giant Sergeant,5,Giant,Huge,Chaotic Evil,Hill,Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/296999-hill-giant-sergeant
295782,Hill Giant Subchief,7,Giant,Huge,Neutral,"Hill, Mountain, Underdark",Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/295782-hill-giant-subchief
909486,Hippocamp,1/2,Monstrosity,Large,Chaotic Good,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909486-hippocamp
5195075,Hippogriff,1,Monstrosity,Large,Unaligned,"Grassland, Hill, Mountain",Monster Manual,https://www.dndbeyond.com/monsters/5195075-hippogriff
16924,Hippogriff,1,Monstrosity,Large,Unaligned,"Grassland, Hill, Mountain",Basic Rules (2014),https://www.dndbeyond.com/monsters/16924-hippogriff
5195076,Hippopotamus,4,Beast,Large,Unaligned,"Forest, Grassland, Swamp",Monster Manual,https://www.dndbeyond.com/monsters/5195076-hippopotamus
149786,Hlam,16,Humanoid (Human),Medium,Lawful Good,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/149786-hlam
2059745,Hoard Mimic,8,Monstrosity,Huge,Typically Neutral,,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059745-hoard-mimic
2059746,Hoard Scarab,1/8,Monstrosity,Tiny,Unaligned,,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059746-hoard-scarab
16925,Hobgoblin,1/2,Humanoid (Goblinoid),Medium,Lawful Evil,"Desert, Forest, Grassland, Hill, Underdark",Basic Rules (2014),https://www.dndbeyond.com/monsters/16925-hobgoblin
5195077,Hobgoblin Captain,3,Fey (Goblinoid),Medium,Lawful Evil,"Desert, Forest, Grassland, Hill, Mountain, Planar (Acheron), Underdark",Monster Manual,https://www.dndbeyond.com/monsters/5195077-hobgoblin-captain
17160,Hobgoblin Captain,3,Humanoid (Goblinoid),Medium,Lawful Evil,"Desert, Forest, Grassland, Hill, Underdark",Monster Manual (2014),https://www.dndbeyond.com/monsters/17160-hobgoblin-captain
2560846,Hobgoblin Devastator,4,Fey (Goblinoid),Medium,Typically Lawful Neutral,"Forest, Grassland, Hill",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560846-hobgoblin-devastator
17273,Hobgoblin Devastator,4,Humanoid (Goblinoid),Medium,Lawful Evil,"Forest, Grassland, Hill",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17273-hobgoblin-devastator
2560847,Hobgoblin Iron Shadow,2,Fey (Goblinoid),Medium,Typically Lawful Neutral,"Forest, Grassland, Hill",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560847-hobgoblin-iron-shadow
17274,Hobgoblin Iron Shadow,2,Humanoid (Goblinoid),Medium,Lawful Evil,"Forest, Grassland, Hill",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17274-hobgoblin-iron-shadow
5195078,Hobgoblin Warlord,6,Fey (Goblinoid),Medium,Lawful Evil,"Desert, Forest, Grassland, Hill, Mountain, Planar (Acheron), Underdark",Monster Manual,https://www.dndbeyond.com/monsters/5195078-hobgoblin-warlord
17161,Hobgoblin Warlord,6,Humanoid (Goblinoid),Medium,Lawful Evil,"Desert, Forest, Grassland, Hill, Underdark",Monster Manual (2014),https://www.dndbeyond.com/monsters/17161-hobgoblin-warlord
5195079,Hobgoblin Warrior,1/2,Fey (Goblinoid),Medium,Lawful Evil,"Desert, Forest, Grassland, Hill, Mountain, Planar (Acheron), Underdark",Monster Manual,https://www.dndbeyond.com/monsters/5195079-hobgoblin-warrior
3342711,Holga Kilgore,5,Humanoid,Medium,Chaotic Good,,Thieves’ Gallery,https://www.dndbeyond.com/monsters/3342711-holga-kilgore
2059747,Hollow Dragon,18,Undead,Huge,Any Alignment,,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059747-hollow-dragon
417848,Hollyphant,5,Celestial,Small,Lawful Good,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/417848-hollyphant
5195080,Homunculus,0,Construct,Tiny,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5195080-homunculus
16926,Homunculus,0,Construct,Tiny,Neutral,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16926-homunculus
5195081,Hook Horror,3,Monstrosity,Large,Neutral,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5195081-hook-horror
17162,Hook Horror,3,Monstrosity,Large,Neutral,Underdark,Monster Manual (2014),https://www.dndbeyond.com/monsters/17162-hook-horror
1317467,Hook Horror (Infant),0,Monstrosity,Tiny,Neutral,Underdark,Out Of The Abyss,https://www.dndbeyond.com/monsters/1317467-hook-horror-infant
1317479,Hook Horror (Juvenile),2,Monstrosity,Medium,Neutral,Underdark,Out Of The Abyss,https://www.dndbeyond.com/monsters/1317479-hook-horror-juvenile
1317474,Hook Horror (Young),1/4,Monstrosity,Small,Neutral,Underdark,Out Of The Abyss,https://www.dndbeyond.com/monsters/1317474-hook-horror-young
17396,Hook Horror Spore Servant,3,Plant,Medium,Unaligned,,Out Of The Abyss,https://www.dndbeyond.com/monsters/17396-hook-horror-spore-servant
273955,Horgar Steelshadow V,3,Humanoid (Dwarf),Medium,Lawful Evil,"Underdark, Urban",Out Of The Abyss,https://www.dndbeyond.com/monsters/273955-horgar-steelshadow-v
176264,Horncaller,1,Humanoid (Any Race),Medium,Lawful Good,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/176264-horncaller
5195082,Horned Devil,11,Fiend (Devil),Large,Lawful Evil,Planar (Nine Hells),Monster Manual,https://www.dndbeyond.com/monsters/5195082-horned-devil
16927,Horned Devil,11,Fiend (Devil),Large,Lawful Evil,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16927-horned-devil
301714,Horned Devil (Summoner Variant),11,Fiend (Devil),Large,Lawful Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/301714-horned-devil-summoner-variant
4635151,Horrid Plant,4,Plant,Large,Unaligned,,Quests From The Infinite Staircase,https://www.dndbeyond.com/monsters/4635151-horrid-plant
3883546,Hound Archon,4,Celestial,Medium,Typically Lawful Good,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883546-hound-archon
2560848,Howler,8,Fiend,Large,Typically Chaotic Evil,"Desert, Grassland, Hill, Underdark",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560848-howler
97467,Howler,8,Fiend,Large,Chaotic Evil,"Desert, Grassland, Hill, Underdark",Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/97467-howler
17421,Howling Hatred Initiate,1/8,Humanoid (Human),Medium,Neutral Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17421-howling-hatred-initiate
17422,Howling Hatred Priest,2,Humanoid (Human),Medium,Neutral Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17422-howling-hatred-priest
149774,Hrabbaz,5,Humanoid,Medium,Neutral Evil,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/149774-hrabbaz
294086,Huge Giant Crab,8,Beast,Huge,Unaligned,Coastal,Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/294086-huge-giant-crab
276567,Huge Gray Ooze,8,Ooze,Huge,Unaligned,Underdark,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/276567-huge-gray-ooze
3960618,Hulgaz,14,Fiend (Devil),Large,Lawful Evil,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960618-hulgaz
17349,Hulking Crab,5,Beast,Huge,Unaligned,,Storm King'S Thunder,https://www.dndbeyond.com/monsters/17349-hulking-crab
3805749,Humanoid Mutate,4,Aberration,Medium,Any Alignment,,Phandelver And Below: The Shattered Obelisk,https://www.dndbeyond.com/monsters/3805749-humanoid-mutate
909487,Hundred-Handed One,15,Giant,Huge,Lawful Neutral,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909487-hundred-handed-one
2560849,Hungry Sorrowsworn,11,Monstrosity,Medium,Typically Neutral Evil,"Forest, Underdark, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560849-hungry-sorrowsworn
5195083,Hunter Shark,2,Beast,Large,Unaligned,Underwater,Monster Manual,https://www.dndbeyond.com/monsters/5195083-hunter-shark
16928,Hunter Shark,2,Beast,Large,Unaligned,Underwater,Basic Rules (2014),https://www.dndbeyond.com/monsters/16928-hunter-shark
17423,Hurricane,2,Humanoid (Human),Medium,Lawful Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17423-hurricane
2560850,Hutijin,21,Fiend (Devil),Large,Lawful Evil,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560850-hutijin
96080,Hutijin,21,Fiend (Devil),Large,Lawful Evil,,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/96080-hutijin
175386,Hybrid Brute,2,Humanoid (Simic Hybrid),Medium,Neutral Good,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175386-hybrid-brute
175388,Hybrid Flier,2,Humanoid (Simic Hybrid),Medium,Neutral Good,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175388-hybrid-flier
175384,Hybrid Poisoner,1,Humanoid (Simic Hybrid),Medium,Neutral Good,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175384-hybrid-poisoner
175380,Hybrid Shocker,1,Humanoid (Simic Hybrid),Medium,Neutral Good,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175380-hybrid-shocker
175374,Hybrid Spy,1/2,Humanoid (Simic Hybrid),Medium,Neutral Good,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175374-hybrid-spy
5195084,Hydra,8,Monstrosity,Huge,Unaligned,"Coastal, Swamp",Monster Manual,https://www.dndbeyond.com/monsters/5195084-hydra
16929,Hydra,8,Monstrosity,Huge,Unaligned,Swamp,Basic Rules (2014),https://www.dndbeyond.com/monsters/16929-hydra
2560851,Hydroloth,9,Fiend (Yugoloth),Medium,Typically Neutral Evil,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560851-hydroloth
93837,Hydroloth,9,Fiend (Yugoloth),Medium,Neutral Evil,,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/93837-hydroloth
5195085,Hyena,0,Beast,Medium,Unaligned,"Desert, Forest, Grassland, Hill",Monster Manual,https://www.dndbeyond.com/monsters/5195085-hyena
16930,Hyena,0,Beast,Medium,Unaligned,"Desert, Forest, Grassland, Hill",Basic Rules (2014),https://www.dndbeyond.com/monsters/16930-hyena
1123097,Hypnos Magen,1,Construct,Medium,Unaligned,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123097-hypnos-magen
909488,Hythonia,17,Monstrosity,Large,Lawful Evil,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909488-hythonia
3805750,Iarno “Glasstaff” Albrek,1,"Humanoid (Human, Wizard)",Medium,Lawful Evil,,Phandelver And Below: The Shattered Obelisk,https://www.dndbeyond.com/monsters/3805750-iarno-glasstaff-albrek
5195086,Ice Devil,14,Fiend (Devil),Large,Lawful Evil,Planar (Nine Hells),Monster Manual,https://www.dndbeyond.com/monsters/5195086-ice-devil
16931,Ice Devil,14,Fiend (Devil),Large,Lawful Evil,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16931-ice-devil
301719,Ice Devil (Spear Variant),14,Fiend (Devil),Large,Lawful Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/301719-ice-devil-spear-variant
301718,Ice Devil (Summoner Variant),14,Fiend (Devil),Large,Lawful Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/301718-ice-devil-summoner-variant
5195087,Ice Mephit,1/2,Elemental,Small,Neutral Evil,Planar (Elemental Planes),Monster Manual,https://www.dndbeyond.com/monsters/5195087-ice-mephit
16932,Ice Mephit,1/2,Elemental,Small,Neutral Evil,Arctic,Basic Rules (2014),https://www.dndbeyond.com/monsters/16932-ice-mephit
301790,Ice Mephit (Summoner Variant),1/2,Elemental,Small,Neutral Evil,Arctic,Monster Manual (2014),https://www.dndbeyond.com/monsters/301790-ice-mephit-summoner-variant
299567,Ice Spider,1,Beast,Large,Unaligned,"Desert, Forest, Swamp, Underdark, Urban",Storm King'S Thunder,https://www.dndbeyond.com/monsters/299567-ice-spider
299571,Ice Spider Queen,2,Beast,Large,Unaligned,"Desert, Forest, Swamp, Underdark, Urban",Storm King'S Thunder,https://www.dndbeyond.com/monsters/299571-ice-spider-queen
21903,Ice Toad,1,Monstrosity,Medium,Neutral,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/21903-ice-toad
1123099,Ice Troll,8,Giant,Large,Chaotic Evil,Arctic,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123099-ice-troll
1123101,Icewind Kobold,1/8,Humanoid (Kobold),Small,Any Alignment,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123101-icewind-kobold
1123100,Icewind Kobold Zombie,1/8,Undead,Small,Neutral Evil,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123100-icewind-kobold-zombie
1979789,Iggwilv the Witch Queen,20,Fey (Wizard),Medium,Chaotic Neutral,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979789-iggwilv-the-witch-queen
17335,Illusionist,3,Humanoid (Any Race),Medium,Any Alignment,Urban,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17335-illusionist
2560852,Illusionist Wizard,3,Humanoid,Medium,Any Alignment,Urban,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560852-illusionist-wizard
17461,Imix,19,Elemental,Huge,Neutral Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17461-imix
1528967,Immortal Lotus Monk,5,Humanoid,Medium,,,Candlekeep Mysteries,https://www.dndbeyond.com/monsters/1528967-immortal-lotus-monk
265856,Immured One,2,Humanoid (Any Race),Medium,Any Chaotic Alignment,"Arctic, Coastal, Desert, Forest, Hill, Mountain",Lost Laboratory Of Kwalish,https://www.dndbeyond.com/monsters/265856-immured-one
4775825,Imp,1,Fiend (Devil),Tiny,Lawful Evil,Any,Monster Manual,https://www.dndbeyond.com/monsters/4775825-imp
16933,Imp,1,Fiend (Devil),Tiny,Lawful Evil,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16933-imp
301723,Imp (Familiar Variant),1,Fiend (Devil),Tiny,Lawful Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/301723-imp-familiar-variant
300501,Imperator Uthor,13,Giant,Huge,Chaotic Good,"Coastal, Underwater",Storm King'S Thunder,https://www.dndbeyond.com/monsters/300501-imperator-uthor
3081109,Incomplete Dragon Skeleton,4,Undead,Large,Lawful Evil,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081109-incomplete-dragon-skeleton
4904793,Incubus,4,Fiend,Medium,Neutral Evil,"Planar (Lower Planes), Urban",Monster Manual,https://www.dndbeyond.com/monsters/4904793-incubus
257235,Incubus,4,Fiend (Shapechanger),Medium,Neutral Evil,Urban,Basic Rules (2014),https://www.dndbeyond.com/monsters/257235-incubus
175561,Indentured Spirit,1,Undead,Medium,Any Alignment,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175561-indentured-spirit
3805751,Infected Elder Brain,11,Aberration (Mind Flayer),Large,Lawful Evil,,Phandelver And Below: The Shattered Obelisk,https://www.dndbeyond.com/monsters/3805751-infected-elder-brain
3805752,Infected Townsperson,2,Humanoid (Any Race),Medium,Any Chaotic Alignment,,Phandelver And Below: The Shattered Obelisk,https://www.dndbeyond.com/monsters/3805752-infected-townsperson
3960619,Initiate of the Comet,4,Humanoid (Warlock),Medium,Any Alignment,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960619-initiate-of-the-comet
2160307,Inkling Mascot,1/4,Ooze,Tiny,Typically Neutral,,Strixhaven: A Curriculum Of Chaos,https://www.dndbeyond.com/monsters/2160307-inkling-mascot
1680926,Inquisitor of the Mind Fire,8,Humanoid,Medium,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680926-inquisitor-of-the-mind-fire
1680927,Inquisitor of the Sword,8,Humanoid,Medium,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680927-inquisitor-of-the-sword
1680928,Inquisitor of the Tome,8,Humanoid,Medium,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680928-inquisitor-of-the-tome
489058,Inspired,2,Humanoid (Human),Medium,Lawful Evil,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/489058-inspired
489163,Inspired (Hashalaq variant),2,Humanoid (Human),Medium,Lawful Evil,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/489163-inspired-hashalaq-variant
489171,Inspired (Kalaraq variant),2,Humanoid (Human),Medium,Lawful Evil,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/489171-inspired-kalaraq-variant
489176,Inspired (Tsucora variant),2,Humanoid (Human),Medium,Lawful Evil,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/489176-inspired-tsucora-variant
5195088,Intellect Devourer,2,Aberration,Tiny,Lawful Evil,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5195088-intellect-devourer
17163,Intellect Devourer,2,Aberration,Tiny,Lawful Evil,Underdark,Monster Manual (2014),https://www.dndbeyond.com/monsters/17163-intellect-devourer
3805753,Intellect Snare,8,Aberration,Small,Typically Neutral Evil,,Phandelver And Below: The Shattered Obelisk,https://www.dndbeyond.com/monsters/3805753-intellect-snare
