ID,NAME,RARITY,TYPE,ATTUNEMENT,NOTES,SOURCE,URL
842273,Matalotok,Legendary,Weapon,Required,"Immunity: Cold, Damage: Cold, Versatile, Push",Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/842273-matalotok
9781866,Medallion of Thoughts,Uncommon,Wondrous Item,Required,"Social, Detection",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9781866-medallion-of-thoughts
4679,Medallion of Thoughts,Uncommon,Wondrous Item,Required,"Social, Detection",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4679-medallion-of-thoughts
2405333,Mighty Servant of Leuk-o,Artifact,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405333-mighty-servant-of-leuk-o
7393974,Mimir,Rare,Wondrous Item,Required,Utility,Planescape: Adventures in the Multiverse,https://www.dndbeyond.com/magic-items/7393974-mimir
382874,Mind Blade,Rare,Weapon,Required,"Damage: Psychic, specific mind flayer or one of its thralls, Damage, Combat, Versatile, Sap",Volo's Guide to Monsters,https://www.dndbeyond.com/magic-items/382874-mind-blade
382908,Mind Carapace Armor,Uncommon,Armor,Required,"Immunity: Frightened, Advantage: Intelligence Saving Throws, Advantage: Wisdom Saving Throws, Advantage: Charisma Saving Throws, specific individual, Warding, Str. 15 Required, Stealth Disadvantage",Volo's Guide to Monsters,https://www.dndbeyond.com/magic-items/382908-mind-carapace-armor
7247081,Mind Crystal,Varies,Wondrous Item,,"Damage, Buff, Combat, Deception, Warding, Consumable",Phandelver and Below: The Shattered Obelisk,https://www.dndbeyond.com/magic-items/7247081-mind-crystal
382885,Mind Lash,Rare,Weapon,Required,"Damage: Psychic, mind flayer, Finesse, Reach, Slow",Volo's Guide to Monsters,https://www.dndbeyond.com/magic-items/382885-mind-lash
7247082,Mindblasting Cap,Very Rare,Wondrous Item,Required,"Damage, Control",Phandelver and Below: The Shattered Obelisk,https://www.dndbeyond.com/magic-items/7247082-mindblasting-cap
7247083,Mindguard Crown,Very Rare,Wondrous Item,Required,"Advantage: Intelligence Saving Throws, Advantage: Wisdom Saving Throws, Advantage: Charisma Saving Throws, Resistance: Psychic, Warding",Phandelver and Below: The Shattered Obelisk,https://www.dndbeyond.com/magic-items/7247083-mindguard-crown
9228851,Mirror of Life Trapping,Very Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228851-mirror-of-life-trapping
4680,Mirror of Life Trapping,Very Rare,Wondrous Item,,"Control, Utility",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4680-mirror-of-life-trapping
5912493,Mirror of Reflected Pasts,Very Rare,Wondrous Item,Required,Paralyzed,Dragonlance: Shadow of the Dragon Queen,https://www.dndbeyond.com/magic-items/5912493-mirror-of-reflected-pasts
11223,Mirror of the Past,Rare,Wondrous Item,,Utility,Tales from the Yawning Portal,https://www.dndbeyond.com/magic-items/11223-mirror-of-the-past
7102428,Mistral Mantle,Very Rare,Wondrous Item,Required,"Resistance: Cold, Outerwear",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102428-mistral-mantle
5381,Mithral Armor,Uncommon,Armor,,"Stealth Disadvantage: Remove, Combat, Warding",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5381-mithral-armor
722094,"Mithral Half Plate, +1",Rare,Armor,,"Stealth Disadvantage: Remove, Bonus: Armor Class, Combat, Warding, Stealth Disadvantage",Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/722094-mithral-half-plate-1
315180,Mizzium Apparatus,Uncommon,Wondrous Item,Required,"sorcerer, warlock, or wizard",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/315180-mizzium-apparatus
316637,Mizzium Armor,Rare,Armor,,Immunity: Critical Hits,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316637-mizzium-armor
316755,Mizzium Mortar,Rare,Wondrous Item,,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316755-mizzium-mortar
1752526,Molten Bronze Skin,Rare,Armor,Required,"Set: Armor Class, Resistance: Fire, Stealth Disadvantage: Remove",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752526-molten-bronze-skin
316756,Moodmark Paint,Common,Wondrous Item,,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316756-moodmark-paint
2405401,Moon Sickle,Varies,Weapon,Required,"Bonus: Magic, Bonus: Spell Attacks, Bonus: Spell Save DC, Bonus: Hit Points, Bonus to attacks, spell attacks, and spell save DCs for druids and rangers. Also gives bonus to healing spells., druid or ranger, Light, Nick",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405401-moon-sickle
9228858,Moonblade,Legendary,Weapon,Required,"Bonus: Magic, Creature of the Weapon's Choice",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228858-moonblade
5430,Moonblade,Legendary,Weapon,Required,"Elf or Half-Elf of Neutral Good Alignment, Damage, Buff, Combat, Sentient, Versatile, Sap",Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/5430-moonblade
36822,Moon-Touched Sword,Common,Weapon,,"Utility, Heavy, Two-Handed, Graze",Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/36822-moon-touched-sword
7247084,Mudslick Tower,Very Rare,Wondrous Item,,,Phandelver and Below: The Shattered Obelisk,https://www.dndbeyond.com/magic-items/7247084-mudslick-tower
1144419,Mummy Rot Antidote,Uncommon,Potion,,,Infernal Machine Rebuild,https://www.dndbeyond.com/magic-items/1144419-mummy-rot-antidote
4239820,Murgaxor's Orb,Legendary,Wondrous Item,Required,,Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239820-murgaxors-orb
27076,Mystery Key,Common,Wondrous Item,,"Utility, Exploration",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27076-mystery-key
2405507,Nature's Mantle,Uncommon,Wondrous Item,Required,Druid or Ranger,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405507-natures-mantle
5518,Navigation Orb,Very Rare,Wondrous Item,Required,"Control, Exploration",Storm King's Thunder,https://www.dndbeyond.com/magic-items/5518-navigation-orb
4682,Necklace of Adaptation,Uncommon,Wondrous Item,Required,"Advantage: Saving Throws, Buff, Warding, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4682-necklace-of-adaptation
9228861,Necklace of Fireballs,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228861-necklace-of-fireballs
4683,Necklace of Fireballs,Rare,Wondrous Item,,"Damage, Combat, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4683-necklace-of-fireballs
9228862,Necklace of Prayer Beads,Rare,Wondrous Item,Required,"Cleric, Druid, or Paladin",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228862-necklace-of-prayer-beads
4684,Necklace of Prayer Beads,Rare,Wondrous Item,Required,"Cleric, Druid, or Paladin, Healing, Summoning, Damage, Buff, Movement, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4684-necklace-of-prayer-beads
3305444,Nepenthe,Legendary,Weapon,Required,"Bonus: Magic, Damage: Radiant, Advantage: Saving Throws, Paladin, Damage, Combat, Warding, Versatile, Sap",Van Richten’s Guide to Ravenloft,https://www.dndbeyond.com/magic-items/3305444-nepenthe
3001257,Nether Scroll of Azumar,Legendary,Scroll,,"Bonus: Ability Score Maximum, Stacking Bonus: Intelligence Score, Advantage: Saving Throws",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001257-nether-scroll-of-azumar
7247085,Netherese Ring of Protection,Rare,Ring,Required,"Bonus: Armor Class, Bonus: Saving Throws, Buff, Warding, Jewelry",Phandelver and Below: The Shattered Obelisk,https://www.dndbeyond.com/magic-items/7247085-netherese-ring-of-protection
9316,Night Caller,Uncommon,Wondrous Item,,"Summoning, Control",Tales from the Yawning Portal,https://www.dndbeyond.com/magic-items/9316-night-caller
5920988,Nightbringer,Legendary,Weapon,Required,"Bonus: Magic, Damage: Radiant, Damage, Combat, Sap",Monstrous Compendium Vol. 2: Dragonlance Creatures,https://www.dndbeyond.com/magic-items/5920988-nightbringer
9058987,Niko's Mace,Very Rare,Weapon,Required,"Spellcaster, Sap",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9058987-nikos-mace
7102429,Nimbus Coronet,Very Rare,Wondrous Item,Required,Teleportation,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102429-nimbus-coronet
5394,Nine Lives Stealer,Very Rare,Weapon,Required,"Bonus: Magic, Damage, Combat, Versatile, Sap",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5394-nine-lives-stealer
9228905,Nolzur's Marvelous Pigments,Very Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228905-nolzurs-marvelous-pigments
5356,Nolzur's Marvelous Pigments,Very Rare,Wondrous Item,,"Utility, Consumable",Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/5356-nolzurs-marvelous-pigments
9228907,Oathbow,Very Rare,Weapon,Required,"Damage: Piercing, Damage, Combat, Bane",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228907-oathbow
4686,Oathbow,Very Rare,Weapon,Required,"Damage: Piercing, Damage, Combat, Bane, Ammunition, Heavy, Range, Two-Handed, Slow",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4686-oathbow
842285,Obsidian Flint Dragon Plate,Legendary,Armor,,"Bonus: Armor Class, Resistance: Poison, Advantage: Acrobatics, Advantage: Athletics, Advantage: Saving Throws, Str. 15 Required, Stealth Disadvantage",Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/842285-obsidian-flint-dragon-plate
704032,Obviator's Lenses,Varies,Wondrous Item,,,Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/704032-obviators-lenses
704165,Occultant Abacus,Varies,Wondrous Item,,,Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/704165-occultant-abacus
4687,Oil of Etherealness,Rare,Potion,,"Movement, Utility, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4687-oil-of-etherealness
9228908,Oil of Sharpness,Very Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228908-oil-of-sharpness
4688,Oil of Sharpness,Very Rare,Potion,,"Bonus: Magic, Damage, Buff, Combat, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4688-oil-of-sharpness
9228909,Oil of Slipperiness,Uncommon,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228909-oil-of-slipperiness
4689,Oil of Slipperiness,Uncommon,Potion,,"Control, Movement, Utility, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4689-oil-of-slipperiness
5519,Opal of the Ild Rune,Rare,Wondrous Item,Required,"Resistance: Cold, Damage, Warding",Storm King's Thunder,https://www.dndbeyond.com/magic-items/5519-opal-of-the-ild-rune
9228911,Orb of Direction,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228911-orb-of-direction
27077,Orb of Direction,Common,Wondrous Item,,Exploration,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27077-orb-of-direction
9228912,Orb of Dragonkind,Artifact,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228912-orb-of-dragonkind
4690,Orb of Dragonkind,Artifact,Wondrous Item,Required,"Healing, Summoning, Control, Scrying, Detection",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4690-orb-of-dragonkind
333428,Orb of Gonging,Common,Wondrous Item,,Utility,Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/333428-orb-of-gonging
215743,Orb of Shielding,Common,Wondrous Item,Required,"Warding, Focus",Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215743-orb-of-shielding
7102430,Orb of Skoraeus,Legendary,Wondrous Item,Required,"Bonus: Constitution Saving Throws, Set Base: Darkvision, Spellcaster",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102430-orb-of-skoraeus
5520,Orb of the Stein Rune,Rare,Wondrous Item,Required,"Immunity: Petrified, Movement, Warding",Storm King's Thunder,https://www.dndbeyond.com/magic-items/5520-orb-of-the-stein-rune
9228913,Orb of Time,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228913-orb-of-time
27078,Orb of Time,Common,Wondrous Item,,Exploration,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27078-orb-of-time
2188391,Orc Stone,Uncommon,Wondrous Item,Required,recipient only,Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188391-orc-stone
5589,Orcsplitter,Legendary,Weapon,Required,"Bonus: Magic, Immunity: Frightened, Good-Aligned Dwarf, Fighter, or Paladin, Damage, Combat, Warding, Sentient, Heavy, Two-Handed, Cleave",Princes of the Apocalypse,https://www.dndbeyond.com/magic-items/5589-orcsplitter
3001258,Orcus Figurine,Unknown Rarity,Wondrous Item,,,Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001258-orcus-figurine
3895571,Ornithopter of Flying,Very Rare,Wondrous Item,,Set: Speed (Flying),The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895571-ornithopter-of-flying
705876,Orrery of the Wanderer,Artifact,Wondrous Item,Required,Bonus: Armor Class,Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/705876-orrery-of-the-wanderer
2405522,Outer Essence Shard,Rare,Wondrous Item,Required,"Bonus: Temporary Hit Points, Damage: Necrotic, sorcerer",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405522-outer-essence-shard
254337,Paper Bird,Uncommon,Wondrous Item,,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/254337-paper-bird
316763,Pariah's Shield,Rare,Armor,Required,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316763-pariahs-shield
9228918,Pearl of Power,Uncommon,Wondrous Item,Required,Spellcaster,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228918-pearl-of-power
4691,Pearl of Power,Uncommon,Wondrous Item,Required,"Spellcaster, Buff, Utility",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4691-pearl-of-power
5521,Pennant of the Vind Rune,Very Rare,Wondrous Item,Required,"Buff, Movement",Storm King's Thunder,https://www.dndbeyond.com/magic-items/5521-pennant-of-the-vind-rune
316764,Peregrine Mask,Very Rare,Wondrous Item,Required,"Set: Innate Speed (Flying), Advantage: Initiative",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316764-peregrine-mask
9228919,Perfume of Bewitching,Common,Wondrous Item,,"Advantage: Deception, Advantage: Persuasion",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228919-perfume-of-bewitching
27079,Perfume of Bewitching,Common,Wondrous Item,,"Buff, Social",Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27079-perfume-of-bewitching
9228920,Periapt of Health,Uncommon,Wondrous Item,Required,"Advantage: Saving Throws, Bonus: Hit Points",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228920-periapt-of-health
4692,Periapt of Health,Uncommon,Wondrous Item,,"Immunity: Disease, Immunity: Disease, Warding, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4692-periapt-of-health
9276658,Periapt of Proof against Poison,Rare,Wondrous Item,Required,"Immunity: Poison, Immunity: Poisoned, Warding, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9276658-periapt-of-proof-against-poison
4693,Periapt of Proof against Poison,Rare,Wondrous Item,,"Immunity: Poison, Immunity: Poisoned, Warding, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4693-periapt-of-proof-against-poison
9228921,Periapt of Wound Closure,Uncommon,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228921-periapt-of-wound-closure
4694,Periapt of Wound Closure,Uncommon,Wondrous Item,Required,"Healing, Warding, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4694-periapt-of-wound-closure
9228922,Philter of Love,Uncommon,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228922-philter-of-love
4695,Philter of Love,Uncommon,Potion,,"Charmed, Control, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4695-philter-of-love
722920,Piercer,Rare,Weapon,Required,"Bonus: Magic, Damage, Combat, Finesse, Light, Vex",Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/722920-piercer
606438,Pipe of Remembrance,Common,Wondrous Item,,Utility,Ghosts of Saltmarsh,https://www.dndbeyond.com/magic-items/606438-pipe-of-remembrance
9228924,Pipe of Smoke Monsters,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228924-pipe-of-smoke-monsters
27082,Pipe of Smoke Monsters,Common,Wondrous Item,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27082-pipe-of-smoke-monsters
9228925,Pipes of Haunting,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228925-pipes-of-haunting
4696,Pipes of Haunting,Uncommon,Wondrous Item,,"Frightened, Control, Instrument",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4696-pipes-of-haunting
9228926,Pipes of the Sewers,Uncommon,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228926-pipes-of-the-sewers
4697,Pipes of the Sewers,Uncommon,Wondrous Item,Required,"Summoning, Control, Instrument",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4697-pipes-of-the-sewers
5534,Piwafwi (Cloak of Elvenkind),Uncommon,Wondrous Item,Required,"Advantage: Stealth, Deception",Out of the Abyss,https://www.dndbeyond.com/magic-items/5534-piwafwi-cloak-of-elvenkind
5535,Piwafwi of Fire Resistance,Rare,Wondrous Item,Required,"Resistance: Fire, Advantage: Stealth, Deception, Warding",Out of the Abyss,https://www.dndbeyond.com/magic-items/5535-piwafwi-of-fire-resistance
3895572,Pixie Dust,Uncommon,Wondrous Item,,Set: Speed (Flying),The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895572-pixie-dust
2405636,Planecaller's Codex,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405636-planecallers-codex
9228928,Plate Armor of Etherealness,Legendary,Armor,Required,"Str. 15 Required, Stealth Disadvantage",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228928-plate-armor-of-etherealness
4698,Plate Armor of Etherealness,Legendary,Armor,Required,"Utility, Combat, Warding, Str. 15 Required, Stealth Disadvantage",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4698-plate-armor-of-etherealness
7526744,Plate of Knight's Fellowship,Uncommon,Armor,Required,"Summoning, Combat, Str. 15 Required, Stealth Disadvantage",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526744-plate-of-knights-fellowship
4047221,Platinum Scarf,Legendary,Wondrous Item,Required,,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047221-platinum-scarf
9228930,Pole of Angling,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228930-pole-of-angling
27108,Pole of Angling,Common,Wondrous Item,,Utility,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27108-pole-of-angling
9228931,Pole of Collapsing,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228931-pole-of-collapsing
27112,Pole of Collapsing,Common,Wondrous Item,,"Utility, Exploration",Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27112-pole-of-collapsing
351917,Polymorph Blade,Very Rare,Weapon,Required,,Lost Laboratory of Kwalish,https://www.dndbeyond.com/magic-items/351917-polymorph-blade
9228932,Portable Hole,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228932-portable-hole
4699,Portable Hole,Rare,Wondrous Item,,"Utility, Container",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4699-portable-hole
7393975,Portal Compass,Uncommon,Wondrous Item,,"Detection, Utility, Exploration",Planescape: Adventures in the Multiverse,https://www.dndbeyond.com/magic-items/7393975-portal-compass
704241,Portfolio Keeper,Varies,Wondrous Item,,,Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/704241-portfolio-keeper
27113,Pot of Awakening,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27113-pot-of-awakening
3895573,Potion of Advantage,Uncommon,Potion,,"Advantage: Melee Attacks, Advantage: Ranged Attacks, Advantage: Ability Checks, Advantage: Saving Throws",The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895573-potion-of-advantage
9228933,Potion of Animal Friendship,Uncommon,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228933-potion-of-animal-friendship
4700,Potion of Animal Friendship,Uncommon,Potion,,"Control, Communication, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4700-potion-of-animal-friendship
1752527,Potion of Aqueous Form,Rare,Potion,,"Shapechanging, Consumable",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752527-potion-of-aqueous-form
4701,Potion of Clairvoyance,Rare,Potion,,"Scrying, Detection, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4701-potion-of-clairvoyance
4702,Potion of Climbing,Common,Potion,,"Set: Innate Speed (Climbing), Advantage: Athletics, Buff, Movement, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4702-potion-of-climbing
954138,Potion of Comprehension,Common,Potion,,Consumable,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/954138-potion-of-comprehension
4703,Potion of Diminution,Rare,Potion,,"Control, Utility, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4703-potion-of-diminution
4047222,Potion of Dragon's Majesty,Legendary,Potion,,,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047222-potion-of-dragons-majesty
5357,Potion of Fire Breath,Uncommon,Potion,,"Damage: Fire, Damage",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5357-potion-of-fire-breath
4704,Potion of Flying,Very Rare,Potion,,"Set: Innate Speed (Flying), Movement, Utility, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4704-potion-of-flying
4705,Potion of Gaseous Form,Rare,Potion,,"Movement, Utility, Warding, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4705-potion-of-gaseous-form
5522,Potion of Giant Size,Legendary,Potion,,"Buff, Shapechanging",Storm King's Thunder,https://www.dndbeyond.com/magic-items/5522-potion-of-giant-size
5417,Potion of Giant Strength,Varies,Potion,,"Set: Strength Score, Buff, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5417-potion-of-giant-strength
9228934,Potion of Greater Invisibility,Very Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228934-potion-of-greater-invisibility
9805016,Potion of Growth,Uncommon,Potion,,"Control, Utility, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9805016-potion-of-growth
4707,Potion of Growth,Uncommon,Potion,,"Control, Utility, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4707-potion-of-growth
4709,Potion of Heroism,Rare,Potion,,"Bonus: Temporary Hit Points, Healing, Buff, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4709-potion-of-heroism
9228935,Potion of Invisibility,Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228935-potion-of-invisibility
4710,Potion of Invisibility,Very Rare,Potion,,"Invisible, Deception, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4710-potion-of-invisibility
5358,Potion of Invulnerability,Rare,Potion,,"Resistance: All, Warding, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5358-potion-of-invulnerability
5359,Potion of Longevity,Very Rare,Potion,,"Reduces Physical Age, Control, Buff, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5359-potion-of-longevity
9355,Potion of Mind Control,Varies,Potion,,"Control, Consumable",Tales from the Yawning Portal,https://www.dndbeyond.com/magic-items/9355-potion-of-mind-control
9228936,Potion of Mind Reading,Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228936-potion-of-mind-reading
4711,Potion of Mind Reading,Rare,Potion,,"Control, Detection, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4711-potion-of-mind-reading
9228937,Potion of Poison,Uncommon,Potion,,Damage: Poison,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228937-potion-of-poison
4712,Potion of Poison,Uncommon,Potion,,"Consumable, Cursed",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4712-potion-of-poison
8225888,Potion of Polychromy,Uncommon,Potion,,Advantage: Stealth,Descent into the Lost Caverns of Tsojcanth,https://www.dndbeyond.com/magic-items/8225888-potion-of-polychromy
7247086,Potion of Psionic Fortitude,Uncommon,Potion,,"Advantage: Saving Throws, Buff, Consumable",Phandelver and Below: The Shattered Obelisk,https://www.dndbeyond.com/magic-items/7247086-potion-of-psionic-fortitude
9228938,Potion of Pugilism,Uncommon,Potion,,Damage: Force,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228938-potion-of-pugilism
5419,Potion of Resistance,Uncommon,Potion,,"Resistance: Acid, Resistance: Cold, Resistance: Fire, Resistance: Force, Resistance: Lightning, Resistance: Necrotic, Resistance: Poison, Resistance: Psychic, Resistance: Radiant, Resistance: Thunder, Warding, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5419-potion-of-resistance
9228939,Potion of Speed,Very Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228939-potion-of-speed
4714,Potion of Speed,Very Rare,Potion,,"Buff, Movement, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4714-potion-of-speed
5360,Potion of Vitality,Very Rare,Potion,,"Cures Disease, Removes Poison, Max HP from Hit Dice, Healing, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5360-potion-of-vitality
954156,Potion of Watchful Rest,Common,Potion,,Consumable,Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/954156-potion-of-watchful-rest
9228940,Potion of Water Breathing,Uncommon,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228940-potion-of-water-breathing
4715,Potion of Water Breathing,Uncommon,Potion,,"Breathe Underwater, Buff, Utility, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4715-potion-of-water-breathing
4708,Potions of Healing,Varies,Potion,,"Bonus: Hit Points, Healing, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4708-potions-of-healing
351921,Powered Armor,Legendary,Armor,Required,"Bonus: Armor Class, Set: Strength Score, Advantage: Death Saving Throws, Str. 15 Required, Stealth Disadvantage",Lost Laboratory of Kwalish,https://www.dndbeyond.com/magic-items/351921-powered-armor
7102435,Prehistoric Figurines of Wondrous Power,Varies,Wondrous Item,,Summoning,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102435-prehistoric-figurines-of-wondrous-power
