ID,NAME,SLUG,NAME_LOWER,RARITY,TYPE,ATTUNEMENT,NOTES,SOURCE,URL,SOURCE_SHORT
843176,Shield of the Hidden Lord,shield-of-the-hidden-lord,shield of the hidden lord,Legendary,Armor,Required,"Bonus: Armor Class, Resistance: Fire",Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/843176-shield-of-the-hidden-lord,bgdia
843387,Battle Standard of Infernal Power,battle-standard-of-infernal-power,battle standard of infernal power,Very Rare,Wondrous Item,Required,,Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/843387-battle-standard-of-infernal-power,bgdia
843430,Gauntlets of Flaming Fury,gauntlets-of-flaming-fury,gauntlets of flaming fury,Rare,Wondrous Item,Required,"Damage: Fire, Damage, Combat, Handwear",Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/843430-gauntlets-of-flaming-fury,bgdia
883354,Bonecounter,bonecounter,bonecounter,Rare,Weapon,,"Bonus: Magic, Sap",Sleeping Dragon’s Wake,https://www.dndbeyond.com/magic-items/883354-bonecounter,sdw
883363,Gnomengarde Grenade,gnomengarde-grenade,gnomengarde grenade,Unknown Rarity,Wondrous Item,,"Damage: Fire, Damage: Thunder",Divine Contention,https://www.dndbeyond.com/magic-items/883363-gnomengarde-grenade,dc
889096,Ruinstone,ruinstone,ruinstone,Artifact,Wondrous Item,,,Divine Contention,https://www.dndbeyond.com/magic-items/889096-ruinstone,dc
954138,Potion of Comprehension,potion-of-comprehension,potion of comprehension,Common,Potion,,Consumable,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/954138-potion-of-comprehension,xdmg
954156,Potion of Watchful Rest,potion-of-watchful-rest,potion of watchful rest,Common,Potion,,Consumable,Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/954156-potion-of-watchful-rest,wdmm
976932,Arcane Propulsion Arm,arcane-propulsion-arm,arcane propulsion arm,Very Rare,Wondrous Item,Required,creature missing a hand or an arm,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/976932-arcane-propulsion-arm,erlw
977633,Finder's Goggles,finders-goggles,finder's goggles,Uncommon,Wondrous Item,Required,"Bonus: Insight, creature with the Mark of Finding, Buff, Detection, Eyewear",Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/977633-finders-goggles,erlw
977672,Kyrzin's Ooze,kyrzins-ooze,kyrzin's ooze,Very Rare,Wondrous Item,Required,"Immunity: Poisoned, Resistance: Acid, Resistance: Poison, Buff, Utility, Symbiotic",Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/977672-kyrzins-ooze,erlw
982693,Living Armor,living-armor,living armor,Very Rare,Armor,Required,"Bonus: Armor Class, Resistance: Necrotic, Resistance: Poison, Resistance: Psychic, Combat, Warding, Symbiotic, Str. 15 Required, Stealth Disadvantage",Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/982693-living-armor,erlw
984096,Belashyrra's Beholder Crown,belashyrras-beholder-crown,belashyrra's beholder crown,Legendary,Wondrous Item,Required,Symbiotic,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/984096-belashyrras-beholder-crown,erlw
1000370,Dyrrn's Tentacle Whip,dyrrns-tentacle-whip,dyrrn's tentacle whip,Very Rare,Weapon,Required,"Bonus: Magic, Damage: Psychic, Symbiotic, Finesse, Reach, Slow",Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/1000370-dyrrns-tentacle-whip,erlw
1000466,Earworm,earworm,earworm,Uncommon,Wondrous Item,Required,"Language: Deep Speech, Symbiotic",Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/1000466-earworm,erlw
1000601,Prosthetic Limb,prosthetic-limb,prosthetic limb,Common,Wondrous Item,,,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/1000601-prosthetic-limb,xdmg
1031902,Tankard of Plenty,tankard-of-plenty,tankard of plenty,Common,Wondrous Item,,,Tyranny of Dragons,https://www.dndbeyond.com/magic-items/1031902-tankard-of-plenty,hotdq
1085653,Living Gloves,living-gloves,living gloves,Uncommon,Wondrous Item,Required,"Proficiency: Sleight of Hand, Proficiency: Thieves' Tools, Proficiency: Choose a Musical Instrument or Artisan's Tools, Symbiotic",Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/1085653-living-gloves,erlw
1091623,Ventilating Lungs,ventilating-lungs,ventilating lungs,Rare,Wondrous Item,Required,Advantage: Saving Throws,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/1091623-ventilating-lungs,erlw
1093036,Uncommon Glamerweave,uncommon-glamerweave,uncommon glamerweave,Uncommon,Wondrous Item,,"Bonus: Performance, Bonus: Persuasion",Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/1093036-uncommon-glamerweave,erlw
1143978,Ruinblade,ruinblade,ruinblade,Legendary,Weapon,Required,"Bonus: Magic, Damage: Force, Heavy, Two-Handed, Graze",Infernal Machine Rebuild,https://www.dndbeyond.com/magic-items/1143978-ruinblade,
1144419,Mummy Rot Antidote,mummy-rot-antidote,mummy rot antidote,Uncommon,Potion,,,Infernal Machine Rebuild,https://www.dndbeyond.com/magic-items/1144419-mummy-rot-antidote,
1144990,Blood of the Lycanthrope Antidote,blood-of-the-lycanthrope-antidote,blood of the lycanthrope antidote,Uncommon,Potion,,Consumable,Infernal Machine Rebuild,https://www.dndbeyond.com/magic-items/1144990-blood-of-the-lycanthrope-antidote,
1145000,Bridle of Capturing,bridle-of-capturing,bridle of capturing,Rare,Wondrous Item,,,Infernal Machine Rebuild,https://www.dndbeyond.com/magic-items/1145000-bridle-of-capturing,
1145872,Ioun Stone of Vitality,ioun-stone-of-vitality,ioun stone of vitality,Very Rare,Wondrous Item,Required,"Bonus: Saving Throws, Healing",Infernal Machine Rebuild,https://www.dndbeyond.com/magic-items/1145872-ioun-stone-of-vitality,
1146257,Crown of the Forest,crown-of-the-forest,crown of the forest,Uncommon,Wondrous Item,,,Infernal Machine Rebuild,https://www.dndbeyond.com/magic-items/1146257-crown-of-the-forest,
1146940,Thessaltoxin Antidote,thessaltoxin-antidote,thessaltoxin antidote,Uncommon,Potion,,,Infernal Machine Rebuild,https://www.dndbeyond.com/magic-items/1146940-thessaltoxin-antidote,
1147023,The Infernal Machine of Lum the Mad,the-infernal-machine-of-lum-the-mad,the infernal machine of lum the mad,Artifact,Wondrous Item,Required,,Infernal Machine Rebuild,https://www.dndbeyond.com/magic-items/1147023-the-infernal-machine-of-lum-the-mad,
1752516,"Akmon, Hammer of Purphoros",akmon-hammer-of-purphoros,"akmon, hammer of purphoros",Artifact,Weapon,Required,"Immunity: Exhaustion, Resistance: Fire, Bonus: Magic, Damage: Fire, Proficiency: Smith's Tools, Versatile, Push",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752516-akmon-hammer-of-purphoros,mot
1752517,"Dekella, Bident of Thassa",dekella-bident-of-thassa,"dekella, bident of thassa",Artifact,Weapon,Required,"Bonus: Magic, Damage: Cold, Set: Speed (Swimming), Damage, Control, Combat, Thrown, Versatile, Topple",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752517-dekella-bident-of-thassa,mot
1752518,"Ephixis, Bow of Nylea",ephixis-bow-of-nylea,"ephixis, bow of nylea",Artifact,Weapon,Required,"Bonus: Magic, Summoning, Damage, Combat, Ammunition, Range, Two-Handed, Vex",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752518-ephixis-bow-of-nylea,mot
1752519,Flying Chariot,flying-chariot,flying chariot,Rare,Wondrous Item,,Bonus: Armor Class,Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752519-flying-chariot,mot
1752520,Helm of the Gods,helm-of-the-gods,helm of the gods,Rare,Wondrous Item,Required,Headwear,Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752520-helm-of-the-gods,mot
1752521,"Khrusor, Spear of Heliod",khrusor-spear-of-heliod,"khrusor, spear of heliod",Artifact,Weapon,Required,"Bonus: Magic, Damage: Radiant, Thrown, Versatile, Sap",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752521-khrusor-spear-of-heliod,mot
1752522,"Mastix, Whip of Erebos",mastix-whip-of-erebos,"mastix, whip of erebos",Artifact,Weapon,Required,"Bonus: Magic, Damage: Necrotic, Damage, Combat, Finesse, Reach, Slow",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752522-mastix-whip-of-erebos,mot
1752526,Molten Bronze Skin,molten-bronze-skin,molten bronze skin,Rare,Armor,Required,"Set: Armor Class, Resistance: Fire, Stealth Disadvantage: Remove",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752526-molten-bronze-skin,mot
1752527,Potion of Aqueous Form,potion-of-aqueous-form,potion of aqueous form,Rare,Potion,,"Shapechanging, Consumable",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752527-potion-of-aqueous-form,mot
1752528,Pyxis of Pandemonium,pyxis-of-pandemonium,pyxis of pandemonium,Legendary,Wondrous Item,,"Buff, Cursed",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752528-pyxis-of-pandemonium,mot
1752529,Siren Song Lyre,siren-song-lyre,siren song lyre,Rare,Wondrous Item,Required,,Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752529-siren-song-lyre,mot
1752530,Sling Bullets of Althemone,sling-bullets-of-althemone,sling bullets of althemone,Very Rare,Weapon,,Bonus: Magic,Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752530-sling-bullets-of-althemone,mot
1752531,Two-Birds Sling,two-birds-sling,two-birds sling,Rare,Weapon,,"Bonus: Magic, Ammunition, Range, Slow",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752531-two-birds-sling,mot
2188377,Abracadabrus,abracadabrus,abracadabrus,Very Rare,Wondrous Item,,"Utility, Container",Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188377-abracadabrus,idrotf
2188378,Cauldron of Plenty,cauldron-of-plenty,cauldron of plenty,Rare,Wondrous Item,,"Utility, Container",Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188378-cauldron-of-plenty,idrotf
2188379,Hook of Fisher's Delight,hook-of-fishers-delight,hook of fisher's delight,Rare,Wondrous Item,,,Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188379-hook-of-fishers-delight,idrotf
2188390,Lantern of Tracking,lantern-of-tracking,lantern of tracking,Common,Wondrous Item,,,Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188390-lantern-of-tracking,idrotf
2188391,Orc Stone,orc-stone,orc stone,Uncommon,Wondrous Item,Required,recipient only,Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188391-orc-stone,idrotf
2188392,Professor Skant,professor-skant,professor skant,Rare,Wondrous Item,,"Utility, Sentient",Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188392-professor-skant,idrotf
2188397,Psi Crystal,psi-crystal,psi crystal,Uncommon,Wondrous Item,Required,"Language: Telepathy, creature with an Intelligence score of 3 or higher",Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188397-psi-crystal,idrotf
2188398,Scroll of Titan Summoning (Tarrasque),scroll-of-titan-summoning-(tarrasque),scroll of titan summoning (tarrasque),Legendary,Scroll,,,Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188398-scroll-of-tarrasque-summoning,xdmg
2188399,Scroll of the Comet,scroll-of-the-comet,scroll of the comet,Legendary,Scroll,,"Damage, Consumable",Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188399-scroll-of-the-comet,idrotf
2188400,Shield Guardian Amulet,shield-guardian-amulet,shield guardian amulet,Rare,Wondrous Item,Required,humanoid,Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188400-shield-guardian-amulet,idrotf
2188402,Thermal Cube,thermal-cube,thermal cube,Common,Wondrous Item,,,Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188402-thermal-cube,idrotf
2188403,Ythryn Mythallar,ythryn-mythallar,ythryn mythallar,Legendary,Wondrous Item,Required,"spellcaster, Control",Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188403-ythryn-mythallar,idrotf
2188449,The Codicil of White,the-codicil-of-white,the codicil of white,Unknown Rarity,Wondrous Item,,Resistance: Cold,Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188449-the-codicil-of-white,idrotf
2374941,Astral Shard,astral-shard,astral shard,Rare,Wondrous Item,Required,sorcerer,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2374941-astral-shard,tce
2400459,Absorbing Tattoo,absorbing-tattoo,absorbing tattoo,Very Rare,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2400459-absorbing-tattoo,tce
2400596,Alchemical Compendium,alchemical-compendium,alchemical compendium,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2400596-alchemical-compendium,tce
2400685,Astromancy Archive,astromancy-archive,astromancy archive,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2400685-astromancy-archive,tce
2400706,Atlas of Endless Horizons,atlas-of-endless-horizons,atlas of endless horizons,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2400706-atlas-of-endless-horizons,tce
2400730,Baba Yaga's Mortar and Pestle,baba-yagas-mortar-and-pestle,baba yaga's mortar and pestle,Artifact,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2400730-baba-yagas-mortar-and-pestle,tce
2401130,Bell Branch,bell-branch,bell branch,Rare,Wondrous Item,Required,druid or warlock,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2401130-bell-branch,tce
2401145,Blood Fury Tattoo,blood-fury-tattoo,blood fury tattoo,Legendary,Wondrous Item,Required,Damage: Necrotic,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2401145-blood-fury-tattoo,tce
2401168,Cauldron of Rebirth,cauldron-of-rebirth,cauldron of rebirth,Very Rare,Wondrous Item,Required,druid or warlock,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2401168-cauldron-of-rebirth,xdmg
2401178,Coiling Grasp Tattoo,coiling-grasp-tattoo,coiling grasp tattoo,Uncommon,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2401178-coiling-grasp-tattoo,tce
2401219,Crook of Rao,crook-of-rao,crook of rao,Artifact,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2401219-crook-of-rao,tce
2405238,Luba's Tarokka of Souls,lubas-tarokka-of-souls,luba's tarokka of souls,Artifact,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405238-lubas-tarokka-of-souls,tce
2405289,Lyre of Building,lyre-of-building,lyre of building,Rare,Wondrous Item,Required,bard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405289-lyre-of-building,tce
2405304,Masquerade Tattoo,masquerade-tattoo,masquerade tattoo,Common,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405304-masquerade-tattoo,tce
2405333,Mighty Servant of Leuk-o,mighty-servant-of-leuk-o,mighty servant of leuk-o,Artifact,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405333-mighty-servant-of-leuk-o,tce
2405507,Nature's Mantle,natures-mantle,nature's mantle,Uncommon,Wondrous Item,Required,Druid or Ranger,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405507-natures-mantle,xdmg
2405522,Outer Essence Shard,outer-essence-shard,outer essence shard,Rare,Wondrous Item,Required,"Bonus: Temporary Hit Points, Damage: Necrotic, sorcerer",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405522-outer-essence-shard,tce
2405636,Planecaller's Codex,planecallers-codex,planecaller's codex,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405636-planecallers-codex,tce
2405662,Protective Verses,protective-verses,protective verses,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405662-protective-verses,tce
2405691,Reveler's Concertina,revelers-concertina,reveler's concertina,Rare,Wondrous Item,Required,"Bonus: Bard Spell Save DC, bard",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405691-revelers-concertina,tce
2407470,Crystalline Chronicle,crystalline-chronicle,crystalline chronicle,Very Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2407470-crystalline-chronicle,tce
2407478,Devotee's Censer,devotees-censer,devotee's censer,Rare,Weapon,Required,"Damage: Radiant, cleric or paladin, Sap",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2407478-devotees-censer,tce
2407504,Demonomicon of Iggwilv,demonomicon-of-iggwilv,demonomicon of iggwilv,Artifact,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2407504-demonomicon-of-iggwilv,xdmg
2407551,Elemental Essence Shard,elemental-essence-shard,elemental essence shard,Rare,Wondrous Item,Required,sorcerer,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2407551-elemental-essence-shard,tce
2408226,Shadowfell Brand Tattoo,shadowfell-brand-tattoo,shadowfell brand tattoo,Rare,Wondrous Item,Required,"Sense: Darkvision, Advantage: Stealth",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2408226-shadowfell-brand-tattoo,tce
2408242,Shadowfell Shard,shadowfell-shard,shadowfell shard,Rare,Wondrous Item,Required,sorcerer,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2408242-shadowfell-shard,tce
2408275,Spellwrought Tattoo,spellwrought-tattoo,spellwrought tattoo,Varies,Wondrous Item,,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2408275-spellwrought-tattoo,tce
2408620,Teeth of Dahlver-Nar,teeth-of-dahlver-nar,teeth of dahlver-nar,Artifact,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2408620-teeth-of-dahlver-nar,tce
2412157,Duplicitous Manuscript,duplicitous-manuscript,duplicitous manuscript,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412157-duplicitous-manuscript,tce
2412184,Eldritch Claw Tattoo,eldritch-claw-tattoo,eldritch claw tattoo,Uncommon,Wondrous Item,Required,"Damage: Unarmed Attacks, Bonus: Unarmed Attacks",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412184-eldritch-claw-tattoo,tce
2412226,Far Realm Shard,far-realm-shard,far realm shard,Rare,Wondrous Item,Required,sorcerer,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412226-far-realm-shard,tce
2412248,Feywild Shard,feywild-shard,feywild shard,Uncommon,Wondrous Item,Required,sorcerer,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412248-feywild-shard,tce
2412256,Fulminating Treatise,fulminating-treatise,fulminating treatise,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412256-fulminating-treatise,tce
2412269,Ghost Step Tattoo,ghost-step-tattoo,ghost step tattoo,Very Rare,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412269-ghost-step-tattoo,tce
2412282,Guardian Emblem,guardian-emblem,guardian emblem,Uncommon,Wondrous Item,Required,cleric or paladin,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412282-guardian-emblem,tce
2412288,Heart Weaver's Primer,heart-weavers-primer,heart weaver's primer,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412288-heart-weavers-primer,tce
2412346,Illuminator's Tattoo,illuminators-tattoo,illuminator's tattoo,Common,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412346-illuminators-tattoo,tce
2412349,Libram of Souls and Flesh,libram-of-souls-and-flesh,libram of souls and flesh,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412349-libram-of-souls-and-flesh,tce
2412368,Lifewell Tattoo,lifewell-tattoo,lifewell tattoo,Very Rare,Wondrous Item,Required,"Resistance: Necrotic, Protection: 0 HP",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412368-lifewell-tattoo,tce
3001253,Alchemy Jug (Blue),alchemy-jug-(blue),alchemy jug (blue),Uncommon,Wondrous Item,,Utility,Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001253-alchemy-jug-blue,cm
3001254,Alchemy Jug (Orange),alchemy-jug-(orange),alchemy jug (orange),Uncommon,Wondrous Item,,Utility,Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001254-alchemy-jug-orange,cm
3001255,Cracked Driftglobe,cracked-driftglobe,cracked driftglobe,Uncommon,Wondrous Item,,"Utility, Exploration",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001255-cracked-driftglobe,cm
3001256,Gloves of Soul Catching,gloves-of-soul-catching,gloves of soul catching,Legendary,Wondrous Item,Required,Set: Constitution Score,Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001256-gloves-of-soul-catching,cm
3001257,Nether Scroll of Azumar,nether-scroll-of-azumar,nether scroll of azumar,Legendary,Scroll,,"Bonus: Ability Score Maximum, Stacking Bonus: Intelligence Score, Advantage: Saving Throws",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001257-nether-scroll-of-azumar,cm
3001258,Orcus Figurine,orcus-figurine,orcus figurine,Unknown Rarity,Wondrous Item,,,Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001258-orcus-figurine,cm
3001259,Radiance,radiance,radiance,Unknown Rarity,Wand,Required,"Bonus: Spell Attacks, Spellcaster, Buff, Combat",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001259-radiance,cm
3001260,Serpent Scale Armor,serpent-scale-armor,serpent scale armor,Uncommon,Armor,,"Set: AC Max Dex Modifier, Stealth Disadvantage",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001260-serpent-scale-armor,cm
3001261,Serpent's Fang,serpents-fang,serpent's fang,Rare,Weapon,,"Damage: Poison, Versatile, Sap",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001261-serpents-fang,cm
3001262,Staff of Fate,staff-of-fate,staff of fate,Very Rare,Staff,Required,"Bonus: Magic, Versatile, Topple",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001262-staff-of-fate,cm
3001263,Stonky's Ring,stonkys-ring,stonky's ring,Unknown Rarity,Ring,Required,"Control, Utility, Jewelry",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001263-stonkys-ring,cm
3001264,Watchful Helm,watchful-helm,watchful helm,Very Rare,Wondrous Item,Required,"Bonus: Armor Class, Advantage: Perception, Bonus: Passive Perception",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001264-watchful-helm,cm
3305443,Harkon's Bite,harkons-bite,harkon's bite,Uncommon,Wondrous Item,Required,"Bonus: Ability Checks, Bonus: Saving Throws, Bonus: Initiative",Van Richten’s Guide to Ravenloft,https://www.dndbeyond.com/magic-items/3305443-harkons-bite,vrgr
3305444,Nepenthe,nepenthe,nepenthe,Legendary,Weapon,Required,"Bonus: Magic, Damage: Radiant, Advantage: Saving Throws, Paladin, Damage, Combat, Warding, Versatile, Sap",Van Richten’s Guide to Ravenloft,https://www.dndbeyond.com/magic-items/3305444-nepenthe,vrgr
3895563,Bobbing Lily Pad,bobbing-lily-pad,bobbing lily pad,Very Rare,Wondrous Item,Required,,The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895563-bobbing-lily-pad,wbtw
3895564,Chromatic Rose,chromatic-rose,chromatic rose,Rare,Wondrous Item,,,The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895564-chromatic-rose,wbtw
3895565,Dust of Corrosion,dust-of-corrosion,dust of corrosion,Uncommon,Wondrous Item,,,The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895565-dust-of-corrosion,wbtw
3895566,Eldritch Staff,eldritch-staff,eldritch staff,Very Rare,Staff,Required,"Bonus: Magic, Damage: Lightning, Damage, Combat",The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895566-eldritch-staff,wbtw
3895570,Iggwilv's Cauldron,iggwilvs-cauldron,iggwilv's cauldron,Artifact,Wondrous Item,Required,spellcaster,The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895570-iggwilvs-cauldron,wbtw
3895571,Ornithopter of Flying,ornithopter-of-flying,ornithopter of flying,Very Rare,Wondrous Item,,Set: Speed (Flying),The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895571-ornithopter-of-flying,wbtw
3895572,Pixie Dust,pixie-dust,pixie dust,Uncommon,Wondrous Item,,Set: Speed (Flying),The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895572-pixie-dust,wbtw
3895573,Potion of Advantage,potion-of-advantage,potion of advantage,Uncommon,Potion,,"Advantage: Melee Attacks, Advantage: Ranged Attacks, Advantage: Ability Checks, Advantage: Saving Throws",The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895573-potion-of-advantage,wbtw
3895575,Scissors of Shadow Snipping,scissors-of-shadow-snipping,scissors of shadow snipping,Rare,Wondrous Item,Required,Fey or a Spellcaster,The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895575-scissors-of-shadow-snipping,wbtw
3895576,Snicker-Snack,snicker-snack,snicker-snack,Legendary,Weapon,Required,"Bonus: Magic, Proficiency: Greatsword, Bonus: Magic Item Attack With Charisma, Non-evil Creature, Heavy, Two-Handed, Graze",The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895576-snicker-snack,wbtw
3895577,Steel,steel,steel,Very Rare,Weapon,Required,"Bonus: Magic, Good-aligned Creature, Versatile, Sap",The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895577-steel,wbtw
3895579,Witchlight Vane,witchlight-vane,witchlight vane,Legendary,Weapon,Required,"Vulnerability: Lightning, Immunity: Blinded, Immunity: Deafened, Immunity: Petrified, Immunity: Stunned, Bonus: Magic, Mister Light or His Handpicked Successor, Sap",The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895579-witchlight-vane,wbtw
3895580,Witchlight Watch,witchlight-watch,witchlight watch,Legendary,Wondrous Item,Required,Mister Witch or His Handpicked Successor,The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895580-witchlight-watch,wbtw
3895581,Woodcutter's Axe,woodcutters-axe,woodcutter's axe,Rare,Weapon,,"Bonus: Magic, Damage: Slashing, Heavy, Two-Handed, Cleave",The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895581-woodcutters-axe,wbtw
4047183,Amethyst Lodestone,amethyst-lodestone,amethyst lodestone,Very Rare,Wondrous Item,Required,"Advantage: Strength Saving Throws, Set: Innate Speed (Flying)",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047183-amethyst-lodestone,ftd
