ID,NAME,NAME_LOWER,LEVEL,CASTING_TIME,RANGE,AREA,AREA_SHAPE,COMPONENTS,MATERIAL_COMPONENTS,DURATION,SCHOOL,ATTACK_SAVE,DAMAGE_EFFECT,CLASSES,SOURCE,URL,SOURCE_SHORT,SLUG
14832,Dragon's Breath,dragon's breath,2nd,1 Bonus Action,Touch,15 ft.,cone,"V, S, M",,1 Minute,Legacy,DEX Save,Acid (...),[],,https://www.dndbeyond.com/spells/14832-dragons-breath,xphb,dragons-breath
2359,Drawmij's Instant Summons,drawmij's instant summons,6th,1 Minute,Touch,,,"V, S, M",,Until Dispelled,Legacy,,Detection (...),[],,https://www.dndbeyond.com/spells/2359-drawmijs-instant-summons,xphb,drawmijs-instant-summons
2079,Dream,dream,5th,1 Minute,Self,,,"V, S, M","a handful of sand, a dab of ink, and a writing quill plucked from a sleeping bird",8 Hours,Legacy,WIS Save,Communication (...),"[""MOON DOMAIN"", ""NIGHT DOMAIN"", ""CIRCLE OF SHADOWS"", ""SHADOW DOMAIN"", ""GRIM HARBINGER (2014)"", ""BARD (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (GRASSLAND) (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2079-dream,xphb,dream
2080,Druidcraft,druidcraft,Cantrip,1 Action,30 ft.,,,"V, S",,Instantaneous,Legacy,,Control,"[""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2080-druidcraft,xphb,druidcraft
2081,Earthquake,earthquake,8th,1 Action,500 ft.,,,"V, S, M","a pinch of dirt, a piece of rock, and a lump of clay",1 Minute,Legacy,DEX Save,Bludgeoning,"[""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2081-earthquake,xphb,earthquake
2082,Eldritch Blast,eldritch blast,Cantrip,1 Action,120 ft.,,,"V, S",,Instantaneous,Legacy,Ranged,Force,"[""WARLOCK (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2082-eldritch-blast,xphb,eldritch-blast
2337,Elemental Weapon,elemental weapon,3rd,1 Action,Touch,,,"V, S",,1 Hour,Legacy,,Acid (...),[],,https://www.dndbeyond.com/spells/2337-elemental-weapon,xphb,elemental-weapon
2083,Enhance Ability,enhance ability,2nd,1 Action,Touch,,,"V, S, M",fur or a feather from a beast,1 Hour,Legacy,,Buff,"[""ARTIFICER"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""OATH OF GLORY (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2083-enhance-ability,xphb,enhance-ability
2084,Enlarge/Reduce,enlarge/reduce,2nd,1 Action,30 ft.,,,"V, S, M",a pinch of powdered iron,1 Minute,Legacy,CON Save,Buff,"[""ARTIFICER"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2084-enlarge-reduce,xphb,enlarge-reduce
2315,Ensnaring Strike,ensnaring strike,1st,1 Bonus Action,Self,,,V,,1 Minute,Legacy,STR Save,Piercing,[],,https://www.dndbeyond.com/spells/2315-ensnaring-strike,xphb,ensnaring-strike
2085,Entangle,entangle,1st,1 Action,90 ft.,20 ft.,square,"V, S",,1 Minute,Legacy,STR Save,Restrained,"[""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2085-entangle,xphb,entangle
2086,Enthrall,enthrall,2nd,1 Action,60 ft.,,,"V, S",,1 Minute,Legacy,WIS Save,Control,"[""ILLRIGGER"", ""BARD (LEGACY)"", ""WARLOCK (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2086-enthrall,xphb,enthrall
2087,Etherealness,etherealness,7th,1 Action,Self,,,"V, S",,8 Hours,Legacy,,Buff (...),"[""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2087-etherealness,xphb,etherealness
2344,Evard's Black Tentacles,evard's black tentacles,4th,1 Action,90 ft.,20 ft.,square,"V, S, M",,1 Minute,Legacy,DEX Save,Bludgeoning,[],,https://www.dndbeyond.com/spells/2344-evards-black-tentacles,xphb,evards-black-tentacles
2088,Expeditious Retreat,expeditious retreat,1st,1 Bonus Action,Self,,,"V, S",,10 Minutes,Legacy,,Movement,"[""ARTIFICER"", ""OATH OF THE OPEN SEA"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2088-expeditious-retreat,xphb,expeditious-retreat
2089,Eyebite,eyebite,6th,1 Action,Self,,,"V, S",,1 Minute,Legacy,WIS Save,Unconscious (...),"[""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2089-eyebite,xphb,eyebite
2090,Fabricate,fabricate,4th,10 Minutes,120 ft.,,cube,"V, S",,Instantaneous,Legacy,,Creation,"[""FORGE DOMAIN"", ""ARTIFICER"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2090-fabricate,xphb,fabricate
2091,Faerie Fire,faerie fire,1st,1 Action,60 ft.,20 ft.,cube,V,,1 Minute,Legacy,DEX Save,Debuff,"[""ARTIFICER"", ""TWILIGHT DOMAIN"", ""MOON DOMAIN"", ""THE LANTERN"", ""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""LIGHT DOMAIN (LEGACY)"", ""THE ARCHFEY (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2091-faerie-fire,xphb,faerie-fire
2093,False Life,false life,1st,1 Action,Self,,,"V, S, M",a small amount of alcohol or distilled spirits,1 Hour,Legacy,,Buff,"[""DEATH DOMAIN"", ""THE UNDYING"", ""GRAVE DOMAIN"", ""ARTIFICER"", ""THE UNDEAD"", ""BLOOD DOMAIN"", ""CIRCLE OF SHADOWS"", ""SHADOW DOMAIN"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2093-false-life,xphb,false-life
2094,Fear,fear,3rd,1 Action,Self,30 ft.,cone,"V, S, M",a white feather or the heart of a hen,1 Minute,Legacy,WIS Save,Frightened,"[""OATH OF CONQUEST"", ""CIRCLE OF SHADOWS"", ""SHADOW DOMAIN"", ""ILLRIGGER"", ""GRIM HARBINGER (2014)"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)"", ""OATH OF ZEAL (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2094-fear,xphb,fear
2095,Feather Fall,feather fall,1st,1 Reaction *,60 ft.,,,"V, M",a small feather or piece of down,1 Minute,Legacy,,Exploration (...),"[""ARTIFICER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2095-feather-fall,xphb,feather-fall
2338,Feign Death,feign death,3rd,1 Action,Touch,,,"V, S, M",,1 Hour,Legacy,,Blinded (...),[],,https://www.dndbeyond.com/spells/2338-feign-death,xphb,feign-death
2097,Find Familiar,find familiar,1st,1 Hour,10 ft.,,,"V, S, M","10 gp worth of charcoal, incense, and herbs that must be consumed by fire in a brass brazier",Instantaneous,Legacy,,Summoning,"[""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2097-find-familiar,xphb,find-familiar
2098,Find Steed,find steed,2nd,10 Minutes,30 ft.,,,"V, S",,Instantaneous,Legacy,,Summoning,"[""OATH OF THE RIVER"", ""HIGHWAY RIDER"", ""PALADIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2098-find-steed,xphb,find-steed
2099,Find the Path,find the path,6th,1 Minute,Self,,,"V, S, M","a set of divinatory tools--such as bones, ivory sticks, cards, teeth, or carved runes--worth 100 gp and an object from the location you wish to find",1 Day,Legacy,,Detection,"[""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2099-find-the-path,xphb,find-the-path
2100,Find Traps,find traps,2nd,1 Action,120 ft.,,,"V, S",,Instantaneous,Legacy,,Detection,"[""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2100-find-traps,xphb,find-traps
2101,Finger of Death,finger of death,7th,1 Action,60 ft.,,,"V, S",,Instantaneous,Legacy,CON Save,Necrotic,"[""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2101-finger-of-death,xphb,finger-of-death
2103,Fire Bolt,fire bolt,Cantrip,1 Action,120 ft.,,,"V, S",,Instantaneous,Legacy,Ranged,Fire,"[""ARTIFICER"", ""ILLRIGGER"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2103-fire-bolt,xphb,fire-bolt
2104,Fire Shield,fire shield,4th,1 Action,Self,,,"V, S, M",a bit of phosphorus or a firefly,10 Minutes,Legacy,,Fire (...),"[""BATTLE SMITH"", ""ARMORER"", ""THE GENIE"", ""CIRCLE OF WILDFIRE"", ""WIZARD (LEGACY)"", ""THE FIEND (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2104-fire-shield,xphb,fire-shield
2105,Fire Storm,fire storm,7th,1 Action,150 ft.,,,"V, S",,Instantaneous,Legacy,DEX Save,Fire,"[""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2105-fire-storm,xphb,fire-storm
2102,Fireball,fireball,3rd,1 Action,150 ft.,20 ft.,sphere,"V, S, M",a tiny ball of bat guano and sulfur,Instantaneous,Legacy,DEX Save,Fire,"[""ARTILLERIST"", ""THE GENIE"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""THE FIEND (LEGACY)"", ""LIGHT DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2102-fireball,xphb,fireball
2106,Flame Blade,flame blade,2nd,1 Bonus Action,Self,,,"V, S, M",leaf of sumac,10 Minutes,Legacy,Melee,Fire,"[""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2106-flame-blade,xphb,flame-blade
2107,Flame Strike,flame strike,5th,1 Action,60 ft.,10 ft. *,cylinder,"V, S, M",pinch of sulfur,Instantaneous,Legacy,DEX Save,Fire (...),"[""THE GENIE"", ""CIRCLE OF WILDFIRE"", ""OATH OF CASTIGATION (2014)"", ""CLERIC (LEGACY)"", ""OATH OF DEVOTION (LEGACY)"", ""THE FIEND (LEGACY)"", ""LIGHT DOMAIN (LEGACY)"", ""WAR DOMAIN (LEGACY)"", ""THE CELESTIAL (LEGACY)"", ""OATH OF GLORY (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2107-flame-strike,xphb,flame-strike
2108,Flaming Sphere,flaming sphere,2nd,1 Action,60 ft.,5 ft.,sphere,"V, S, M","a bit of tallow, a pinch of brimstone, and a dusting of powdered iron",1 Minute,Legacy,DEX Save,Fire,"[""ALCHEMIST"", ""CIRCLE OF WILDFIRE"", ""DRUID (LEGACY)"", ""WIZARD (LEGACY)"", ""LIGHT DOMAIN (LEGACY)"", ""THE CELESTIAL (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2108-flaming-sphere,xphb,flaming-sphere
2109,Flesh to Stone,flesh to stone,6th,1 Action,60 ft.,,,"V, S, M","a pinch of lime, water, and earth",1 Minute,Legacy,CON Save,Petrified,"[""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2109-flesh-to-stone,xphb,flesh-to-stone
2111,Fly,fly,3rd,1 Action,Touch,,,"V, S, M",a wing feather from any bird,10 Minutes,Legacy,,Movement,"[""ARTIFICER"", ""ILLRIGGER"", ""CIRCLE OF THE HIVE"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2111-fly,xphb,fly
2112,Fog Cloud,fog cloud,1st,1 Action,120 ft.,20 ft.,sphere,"V, S",,1 Hour,Legacy,,Control (...),"[""THE GENIE"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""TEMPEST DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2112-fog-cloud,xphb,fog-cloud
2113,Forbiddance,forbiddance,6th,10 Minutes,Touch,"40,000 ft.2",,"V, S, M","a sprinkling of holy water, rare incense, and powdered ruby worth at least 1,000 gp",1 Day,Legacy,,Radiant (...),"[""CLERIC (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2113-forbiddance,xphb,forbiddance
2114,Forcecage,forcecage,7th,1 Action,100 ft.,*,cube,"V, S, M","ruby dust worth 1,500 gp",1 Hour,Legacy,CHA Save,Control (...),"[""BARD (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2114-forcecage,xphb,forcecage
2115,Foresight,foresight,9th,1 Minute,Touch,,,"V, S, M",a hummingbird feather,8 Hours,Legacy,,Buff (...),"[""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2115-foresight,xphb,foresight
2116,Freedom of Movement,freedom of movement,4th,1 Action,Touch,,,"V, S, M","a leather strap, bound around the arm or a similar appendage",1 Hour,Legacy,,Buff (...),"[""ARTIFICER"", ""OATH OF THE OPEN SEA"", ""THE PREDATOR"", ""OATH OF THE RIVER"", ""CIRCLE OF THE OLD WAYS (2014)"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)"", ""OATH OF DEVOTION (LEGACY)"", ""CIRCLE OF THE LAND (ARCTIC) (LEGACY)"", ""CIRCLE OF THE LAND (COAST) (LEGACY)"", ""CIRCLE OF THE LAND (FOREST) (LEGACY)"", ""CIRCLE OF THE LAND (GRASSLAND) (LEGACY)"", ""CIRCLE OF THE LAND (SWAMP) (LEGACY)"", ""WAR DOMAIN (LEGACY)"", ""OATH OF GLORY (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2116-freedom-of-movement,xphb,freedom-of-movement
2308,Friends,friends,Cantrip,1 Action,Self,,,"S, M",,1 Minute,Legacy,,Buff (...),[],,https://www.dndbeyond.com/spells/2308-friends,xphb,friends
2118,Gaseous Form,gaseous form,3rd,1 Action,Touch,,,"V, S, M",a bit of gauze and a wisp of smoke,1 Hour,Legacy,,Buff (...),"[""CIRCLE OF SPORES"", ""ALCHEMIST"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (UNDERDARK) (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2118-gaseous-form,xphb,gaseous-form
2119,Gate,gate,9th,1 Action,60 ft.,,,"V, S, M","a diamond worth at least 5,000 gp",1 Minute,Legacy,,Control (...),"[""CLERIC (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2119-gate,xphb,gate
2120,Geas,geas,5th,1 Minute,60 ft.,,,V,,30 Days,Legacy,WIS Save,Charmed,"[""OATH OF THE CROWN"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""PALADIN (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2120-geas,xphb,geas
2121,Gentle Repose,gentle repose,2nd,1 Action,Touch,,,"V, S, M","a pinch of salt and one copper piece placed on each of the corpse's eyes, which must remain there for the duration",10 Days,Legacy,,Warding,"[""GRAVE DOMAIN"", ""CIRCLE OF SPORES"", ""CLERIC (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2121-gentle-repose,xphb,gentle-repose
2122,Giant Insect,giant insect,4th,1 Action,30 ft.,,,"V, S",,10 Minutes,Legacy,,Summoning,"[""CIRCLE OF THE HIVE"", ""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2122-giant-insect,xphb,giant-insect
2123,Glibness,glibness,8th,1 Action,Self,,,V,,1 Hour,Legacy,,Social,"[""BARD (LEGACY)"", ""WARLOCK (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2123-glibness,xphb,glibness
2124,Globe of Invulnerability,globe of invulnerability,6th,1 Action,Self,10 ft.,sphere,"V, S, M",a glass or crystal bead that shatters when the spell ends,1 Minute,Legacy,,Negation (...),"[""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2124-globe-of-invulnerability,xphb,globe-of-invulnerability
2125,Glyph of Warding,glyph of warding,3rd,1 Hour,Touch,,,"V, S, M","incense and powdered diamond worth at least 200 gp, which the spell consumes",Until Dispelled or Triggered,Legacy,DEX Save,Acid (...),"[""ARTIFICER"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2125-glyph-of-warding,xphb,glyph-of-warding
2126,Goodberry,goodberry,1st,1 Action,Touch,,,"V, S, M",a sprig of mistletoe,Instantaneous,Legacy,,Healing,"[""COMMUNITY DOMAIN"", ""FESTUS DOMAIN"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2126-goodberry,xphb,goodberry
2345,Grasping Vine,grasping vine,4th,1 Bonus Action,30 ft.,,,"V, S",,1 Minute,Legacy,DEX Save,Control,[],,https://www.dndbeyond.com/spells/2345-grasping-vine,xphb,grasping-vine
2127,Grease,grease,1st,1 Action,60 ft.,10 ft.,square,"V, S, M",a bit of pork rind or butter,1 Minute,Legacy,DEX Save,Prone,"[""ARTIFICER"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2127-grease,xphb,grease
2128,Greater Invisibility,greater invisibility,4th,1 Action,Touch,,,"V, S",,1 Minute,Legacy,,Invisible,"[""ARMORER"", ""THE GENIE"", ""TWILIGHT DOMAIN"", ""THE UNDEAD"", ""MOON DOMAIN"", ""MOTHER OF SORROWS"", ""CIRCLE OF SHADOWS"", ""SHADOW DOMAIN"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (UNDERDARK) (LEGACY)"", ""THE ARCHFEY (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2128-greater-invisibility,xphb,greater-invisibility
2129,Greater Restoration,greater restoration,5th,1 Action,Touch,,,"V, S, M","diamond dust worth at least 100 gp, which the spell consumes",Instantaneous,Legacy,,Healing,"[""ARTIFICER"", ""PEACE DOMAIN"", ""OATH OF THE HARVEST"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""THE CELESTIAL (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2129-greater-restoration,xphb,greater-restoration
2130,Guardian of Faith,guardian of faith,4th,1 Action,30 ft.,,,V,,8 Hours,Legacy,DEX Save,Radiant,"[""OATH OF THE CROWN"", ""KEEPER DOMAIN"", ""THE LANTERN"", ""CLERIC (LEGACY)"", ""LIFE DOMAIN (LEGACY)"", ""OATH OF DEVOTION (LEGACY)"", ""LIGHT DOMAIN (LEGACY)"", ""THE CELESTIAL (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2130-guardian-of-faith,xphb,guardian-of-faith
2131,Guards and Wards,guards and wards,6th,10 Minutes,Touch,"2,500 ft.2",,"V, S, M","burning incense, a small measure of brimstone and oil, a knotted string, a small amount of monster blood, and a small silver rod worth at least 10 gp",24 Hours,Legacy,,Control (...),"[""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2131-guards-and-wards,xphb,guards-and-wards
2132,Guidance,guidance,Cantrip,1 Action,Touch,,,"V, S",,1 Minute,Legacy,,Buff,"[""ARTIFICER"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2132-guidance,xphb,guidance
2133,Guiding Bolt,guiding bolt,1st,1 Action,120 ft.,,,"V, S",,1 Round,Legacy,Ranged,Radiant,"[""CLERIC (LEGACY)"", ""THE CELESTIAL (LEGACY)"", ""OATH OF GLORY (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2133-guiding-bolt,xphb,guiding-bolt
2134,Gust of Wind,gust of wind,2nd,1 Action,Self,,,"V, S, M",a legume seed,1 Minute,Legacy,STR Save,Control,"[""THE GENIE"", ""THE FATHOMLESS"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""TEMPEST DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2134-gust-of-wind,xphb,gust-of-wind
2316,Hail of Thorns,hail of thorns,1st,1 Bonus Action,Self,,,V,,1 Minute,Legacy,DEX Save,Piercing,[],,https://www.dndbeyond.com/spells/2316-hail-of-thorns,xphb,hail-of-thorns
2135,Hallow,hallow,5th,24 Hours,Touch,60 ft. *,sphere,"V, S, M","herbs, oils, and incense worth at least 1,000 gp, which the spell consumes",Until Dispelled,Legacy,CHA Save,Buff (...),"[""KEEPER DOMAIN"", ""CLERIC (LEGACY)"", ""THE FIEND (LEGACY)"", ""INQUISITION DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2135-hallow,xphb,hallow
2136,Hallucinatory Terrain,hallucinatory terrain,4th,10 Minutes,300 ft.,150 ft.,cube,"V, S, M","a stone, a twig, and a bit of green plant",24 Hours,Legacy,,Control,"[""MOON DOMAIN"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (DESERT) (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2136-hallucinatory-terrain,xphb,hallucinatory-terrain
2137,Harm,harm,6th,1 Action,60 ft.,,,"V, S",,Instantaneous,Legacy,CON Save,Necrotic,"[""CLERIC (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2137-harm,xphb,harm
2138,Haste,haste,3rd,1 Action,30 ft.,,,"V, S, M",a shaving of licorice root,1 Minute,Legacy,,Buff,"[""ARTIFICER"", ""BLOOD DOMAIN"", ""ARCHITECT OF RUIN"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (GRASSLAND) (LEGACY)"", ""OATH OF VENGEANCE (LEGACY)"", ""OATH OF GLORY (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2138-haste,xphb,haste
2139,Heal,heal,6th,1 Action,60 ft.,,,"V, S",,Instantaneous,Legacy,,Blinded (...),"[""CLERIC (LEGACY)"", ""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2139-heal,xphb,heal
2140,Healing Word,healing word,1st,1 Bonus Action,60 ft.,,,V,,Instantaneous,Legacy,,Healing,"[""ALCHEMIST"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2140-healing-word,xphb,healing-word
2141,Heat Metal,heat metal,2nd,1 Action,60 ft.,,,"V, S, M",a piece of iron and a flame,1 Minute,Legacy,,Fire,"[""FORGE DOMAIN"", ""ARTIFICER"", ""ILLRIGGER"", ""FESTUS DOMAIN"", ""OATH OF THE SPELLDRINKER"", ""BARD (LEGACY)"", ""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2141-heat-metal,xphb,heat-metal
2142,Hellish Rebuke,hellish rebuke,1st,1 Reaction *,60 ft.,,,"V, S",,Instantaneous,Legacy,DEX Save,Fire,"[""OATHBREAKER"", ""ILLRIGGER"", ""WARLOCK (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2142-hellish-rebuke,xphb,hellish-rebuke
2143,Heroes' Feast,heroes' feast,6th,10 Minutes,30 ft.,,,"V, S, M","a gem-encrusted bowl worth at least 1,000 gp, which the spell consumes",Instantaneous,Legacy,,Buff (...),"[""CLERIC (LEGACY)"", ""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2143-heroes-feast,xphb,heroes-feast
2144,Heroism,heroism,1st,1 Action,Touch,,,"V, S",,1 Minute,Legacy,,Buff,"[""ORDER DOMAIN"", ""BATTLE SMITH"", ""PEACE DOMAIN"", ""OATH OF THE HARVEST"", ""BARD (LEGACY)"", ""PALADIN (LEGACY)"", ""OATH OF GLORY (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2144-heroism,xphb,heroism
2317,Hex,hex,1st,1 Bonus Action,90 ft.,,,"V, S, M",,1 Hour,Legacy,,Necrotic,[],,https://www.dndbeyond.com/spells/2317-hex,xphb,hex
2146,Hold Monster,hold monster,5th,1 Action,90 ft.,,,"V, S, M","a small, straight piece of iron",1 Minute,Legacy,WIS Save,Paralyzed,"[""OATH OF REDEMPTION"", ""OATH OF THE WATCHERS"", ""BLOOD DOMAIN"", ""CIRCLE OF WICKER (2014)"", ""OATH OF CASTIGATION (2014)"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)"", ""WAR DOMAIN (LEGACY)"", ""OATH OF VENGEANCE (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2146-hold-monster,xphb,hold-monster
2147,Hold Person,hold person,2nd,1 Action,60 ft.,,,"V, S, M","a small, straight piece of iron",1 Minute,Legacy,WIS Save,Paralyzed,"[""OATH OF CONQUEST"", ""OATH OF REDEMPTION"", ""ORDER DOMAIN"", ""BLOOD DOMAIN"", ""ILLRIGGER"", ""GRIM HARBINGER (2014)"", ""OATH OF CASTIGATION (2014)"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (ARCTIC) (LEGACY)"", ""OATH OF VENGEANCE (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2147-hold-person,xphb,hold-person
2148,Holy Aura,holy aura,8th,1 Action,Self,30 ft.,sphere,"V, S, M","a tiny reliquary worth at least 1,000 gp containing a sacred relic, such as a scrap of cloth from a saint's robe or a piece of parchment from a religious text",1 Minute,Legacy,CON Save,Blinded,"[""CLERIC (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2148-holy-aura,xphb,holy-aura
